	Significant	X.Log.P.value.	Difference	Majority.protein.IDs	Protein.IDs	Protein.names	Gene.names	id	Fasta.headers	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Number.of.proteins	Peptides.LM2_WCL_1	Peptides.LM2_WCL_2	Peptides.LM2_WCL_3	Peptides.MDAMB231_WCL_1	Peptides.MDAMB231_WCL_2	Peptides.MDAMB231_WCL_3	Unique.peptides.LM2_WCL_1	Unique.peptides.LM2_WCL_2	Unique.peptides.LM2_WCL_3	Unique.peptides.MDAMB231_WCL_1	Unique.peptides.MDAMB231_WCL_2	Unique.peptides.MDAMB231_WCL_3	Sequence.length	Sequence.lengths	Identification.type.LM2_WCL_1	Identification.type.LM2_WCL_2	Identification.type.LM2_WCL_3	Identification.type.MDAMB231_WCL_1	Identification.type.MDAMB231_WCL_2	Identification.type.MDAMB231_WCL_3	Sequence.coverage.LM2_WCL_1....	Sequence.coverage.LM2_WCL_2....	Sequence.coverage.LM2_WCL_3....	Sequence.coverage.MDAMB231_WCL_1....	Sequence.coverage.MDAMB231_WCL_2....	Sequence.coverage.MDAMB231_WCL_3....	Symbol.color	Symbol.type	Symbol.size	Show.label	Only.identified.by.site	Reverse	Potential.contaminant	Student.s.T.test.Significant.LM2_MDA	Student.s.T.test.significant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Student.s.T.test.p.value.LM2_MDA	Student.s.T.test.q.value.LM2_MDA	Student.s.T.test.Difference.LM2_MDA	Student.s.T.test.Test.statistic.LM2_MDA	LFQ.intensity.LM2_WCL_1	LFQ.intensity.LM2_WCL_2	LFQ.intensity.LM2_WCL_3	LFQ.intensity.MDAMB231_WCL_1	LFQ.intensity.MDAMB231_WCL_2	LFQ.intensity.MDAMB231_WCL_3	DEGs	DEPs	namesdep
854	+	2.53089548458783	1.76406033833822	P32455	P32455;Q9H0R5	Interferon-induced guanylate-binding protein 1	GBP1	1343	Guanylate-binding protein 1 OS=Homo sapiens OX=9606 GN=GBP1 PE=1 SV=2	9;1	9;1	8;1	2	7	7	6	3	2	4	6	6	5	2	1	3	592	592;595	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.5	13.5	12	4.9	3.4	7.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	9	9	8	17.4	17.4	15.4	67.93	0	21.463	0.00294513031071227	0.0116708860759494	1.76406033833822	6.46697473646419	27.4281425476074	27.4556789398193	27.4376182556152	25.9783000946045	25.1321830749512	25.9187755584717	UP	UP	GBP1
2455	+	1.41445389757072	1.75960350036621	Q9H4Z3	Q9H4Z3	Phosphorylated CTD-interacting factor 1	PCIF1	3909	mRNA (2-O-methyladenosine-N(6)-)-methyltransferase OS=Homo sapiens OX=9606 GN=PCIF1 PE=1 SV=1	4	4	4	1	3	3	3	1	1	1	3	3	3	1	1	1	704	704	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	5.1	6	6	1.7	1.7	1.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	7.7	7.7	7.7	80.669	0	6.9594	0.038507569012895	0.0485297777777778	1.75960350036621	3.03720409240999	25.0223369598389	24.7124557495117	24.4905090332031	23.6981601715088	21.8818073272705	23.3665237426758	UP	UP	PCIF1
2137	+	1.85126347386256	1.75468508402506	Q969T9	Q969T9	WW domain-binding protein 2	WBP2	3363	WW domain-binding protein 2 OS=Homo sapiens OX=9606 GN=WBP2 PE=1 SV=1	4	4	4	1	4	3	4	1	0	2	4	3	4	1	0	2	261	261	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	17.2	17.2	17.2	5.7	0	11.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	4	4	4	17.2	17.2	17.2	28.087	0	13.718	0.0140843408308543	0.0267409200968523	1.75468508402506	4.1653249691474	26.351713180542	26.43044090271	25.9381580352783	24.2293968200684	23.970552444458	25.2563076019287	UP	UP	WBP2
211	+	1.32895067645631	1.75325647989909	O60885	O60885;P25440	Bromodomain-containing protein 4	BRD4	447	Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2	9;1	9;1	7;1	2	5	4	7	1	1	4	4	4	6	1	1	4	1362	1362;801	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	4.9	4.4	6.7	1.2	0.9	3.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA			9	9	7	8.5	8.5	6.9	152.22	0	15.633	0.0468866629081248	0.0556057287278854	1.75325647989909	2.83959914263466	25.593147277832	26.3259620666504	25.8613586425781	23.6445198059082	23.5457458496094	25.3304328918457	UP	UP	BRD4
2614	+	1.37735529986597	1.7456734975179	Q9NZ08	Q9NZ08	Endoplasmic reticulum aminopeptidase 1	ERAP1	4197	Endoplasmic reticulum aminopeptidase 1 OS=Homo sapiens OX=9606 GN=ERAP1 PE=1 SV=3	13	13	13	1	10	8	8	2	3	7	10	8	8	2	3	7	941	941	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.5	10.2	9.5	2.4	4.6	8.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA			13	13	13	15.7	15.7	15.7	107.23	0	17.58	0.041941571616896	0.0510608695652174	1.7456734975179	2.95066612072045	26.5160655975342	26.4079990386963	26.3763027191162	24.3442783355713	23.8816909790039	25.8373775482178	UP	UP	ERAP1
1872	+	1.4860055744309	1.71773783365886	Q6XZF7	Q6XZF7	Dynamin-binding protein	DNMBP	2832	Dynamin-binding protein OS=Homo sapiens OX=9606 GN=DNMBP PE=1 SV=1	16	16	16	1	10	10	9	1	1	5	10	10	9	1	1	5	1577	1577	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	9.3	10.1	9.2	1.2	0.9	4.9	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	16	16	15	15	15	177.35	0	36.099	0.0326583640247975	0.0425028355387524	1.71773783365886	3.20776375688667	25.7002029418945	26.5933475494385	26.632007598877	23.7553043365479	24.765962600708	25.2510776519775	UP	UP	DNMBP
706	+	5.39810415185674	1.70284334818522	P21980	P21980	Protein-glutamine gamma-glutamyltransferase 2	TGM2	1153	Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2	26	26	26	1	22	23	23	11	11	14	22	23	23	11	11	14	687	687	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	32.8	33.3	36	18	18.3	23.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	26	26	26	44	44	44	77.328	0	323.31	3.99848847106105e-06	0	1.70284334818522	34.9520198186325	30.146858215332	30.2609157562256	30.257884979248	28.5625267028809	28.4588508605957	28.5357513427734	UP	UP	TGM2
1840	+	1.62396961854436	1.69962437947591	Q6IBS0	Q6IBS0	Twinfilin-2	TWF2	2763	Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2	16	16	15	1	16	15	13	8	7	11	15	14	12	7	6	10	349	349	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	64.2	60.7	51.6	39.3	23.5	51.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	16	16	15	64.2	64.2	64.2	39.548	0	180.72	0.023770065664111	0.035837330552659	1.69962437947591	3.55133557855034	30.1058692932129	30.1133422851563	30.0507698059082	28.2976722717285	27.6123847961426	29.2610511779785	UP	UP	TWF2
1996	+	1.43314486888062	1.69931983947754	Q8N9T8	Q8N9T8	Protein KRI1 homolog	KRI1	3085	Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=3	8	8	8	1	7	7	6	1	0	2	7	7	6	1	0	2	703	703	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	16.4	14.9	14.4	2	0	3.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	8	8	19.1	19.1	19.1	82.597	0	22.88	0.0368854538159306	0.0468390596745027	1.69931983947754	3.08128516356769	26.2486019134521	26.4738883972168	26.5530338287354	24.1376171112061	24.2275218963623	25.8124256134033	UP	UP	KRI1
1660	+	2.66210995358234	1.69193776448568	Q15075	Q15075	Early endosome antigen 1	EEA1	2451	Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2	35	35	35	1	27	31	25	13	12	22	27	31	25	13	12	22	1411	1411	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	29.1	32.5	27.8	13.2	11.9	23.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	35	35	35	36.6	36.6	36.6	162.46	0	323.31	0.00217715849507008	0.0110644391408115	1.69193776448568	7.01281070648807	29.1867160797119	29.4651126861572	29.3427410125732	27.9239978790283	27.1899929046631	27.8047657012939	UP	UP	EEA1
471	+	1.96122332450765	1.67382939656576	P07942	P07942	Laminin subunit beta-1	LAMB1	837	Laminin subunit beta-1 OS=Homo sapiens OX=9606 GN=LAMB1 PE=1 SV=2	47	47	47	1	6	6	7	3	5	5	6	6	7	3	5	5	1786	1786	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	4.4	4.3	4.8	2.2	2.8	3.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	47	47	47	35.1	35.1	35.1	198.04	0	323.31	0.010933939726117	0.0223224115334207	1.67382939656576	4.48664278605857	25.4936580657959	24.4931392669678	25.5142154693604	23.2059936523438	23.5142440795898	23.7592868804932	UP	UP	LAMB1
677	+	1.70309477518041	1.67071024576823	P19784	P19784	Casein kinase II subunit alpha	CSNK2A2	1114	Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1	14	14	14	1	5	5	4	4	2	4	5	5	4	4	2	4	350	350	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	23.4	25.4	19.7	14.6	7.1	13.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	14	14	14	50.9	50.9	50.9	41.213	0	28.28	0.019810946484687	0.0325486725663717	1.67071024576823	3.75789721673818	26.0141429901123	26.7405967712402	26.0870552062988	24.4751453399658	24.0297050476074	25.3248138427734	UP	UP	CSNK2A2
835	+	1.44475920801082	1.66367657979329	P30838	P30838;P48448;P43353	Aldehyde dehydrogenase, dimeric NADP-preferring	ALDH3A1	1319	Aldehyde dehydrogenase, dimeric NADP-preferring OS=Homo sapiens OX=9606 GN=ALDH3A1 PE=1 SV=3	8;1;1	7;0;0	7;0;0	3	7	7	6	2	4	3	6	6	5	1	3	3	453	453;385;468	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	20.5	16.1	19	5.3	9.5	10.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	8	7	7	22.1	19.4	19.4	50.394	0	18.213	0.0359120991952184	0.0460036496350365	1.66367657979329	3.10884287096799	26.5054588317871	26.226188659668	26.7375049591064	23.8669242858887	24.9836368560791	25.6275615692139	UP	UP	ALDH3A1
2761	+	3.19529831823577	1.65250587463379	Q9UNH7	Q9UNH7;Q86XE0	Sorting nexin-6;Sorting nexin-6, N-terminally processed	SNX6	4430	Sorting nexin-6 OS=Homo sapiens OX=9606 GN=SNX6 PE=1 SV=1	15;1	15;1	15;1	2	13	13	11	4	7	8	13	13	11	4	7	8	406	406;403	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	37.9	42.1	36.9	15.8	23.9	27.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	15	15	15	46.3	46.3	46.3	46.648	0	248.76	0.000637825211552151	0.00524255319148936	1.65250587463379	9.67806286892433	28.5377883911133	28.544620513916	28.6574459075928	26.6429252624512	27.2188186645508	26.9205932617188	UP	UP	SNX6
401	+	3.46384673626022	1.64965057373047	P02795	P02795;P13640;Q8N339;CON__P67983;P80294;P04731	Metallothionein-2;Metallothionein-1G	MT2A;MT1G	735	Metallothionein-2 OS=Homo sapiens OX=9606 GN=MT2A PE=1 SV=1;Metallothionein-1G OS=Homo sapiens OX=9606 GN=MT1G PE=1 SV=2	7;4;3;2;1;1	7;4;3;2;1;1	3;0;0;0;0;0	6	4	5	4	2	2	2	2	2	2	1	1	1	61	61;62;61;61;61;61	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	70.5	91.8	91.8	52.5	52.5	52.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	3	100	100	70.5	6.0422	0	70.246	0.000343679211858452	0.00472340425531915	1.64965057373047	11.3491100725528	32.0718536376953	32.3352203369141	32.3314590454102	30.3739929199219	30.6490745544434	30.7665138244629	UP	UP	MT2A;MT1G
2297	+	2.33709147753756	1.64419364929199	Q99961	Q99961;Q99962;Q99963	Endophilin-A2	SH3GL1	3629	Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1	27;7;1	27;7;1	27;7;1	3	9	9	7	7	4	3	9	9	7	7	4	3	368	368;352;347	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	29.3	29.3	22.6	20.4	15.5	8.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	27	27	27	56	56	56	41.489	0	323.31	0.00460159637732823	0.014584938704028	1.64419364929199	5.72714448153959	28.4237823486328	27.9972267150879	28.1852741241455	26.9512710571289	26.0688056945801	26.6536254882813	UP	UP	SH3GL1
1402	+	1.59215076678109	1.63779258728027	Q03252	Q03252	Lamin-B2	LMNB2	2088	Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4	39	36	36	1	33	37	34	24	25	29	30	34	31	22	22	26	620	620	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50.6	60.8	54	47.7	45.8	47.3	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	39	36	36	61.3	59.7	59.7	69.948	0	253.63	0.0255769781941924	0.0382308478038815	1.63779258728027	3.47028514044749	30.261589050293	31.6991729736328	31.3765316009521	29.4776725769043	29.7881183624268	29.1581249237061	UP	UP	LMNB2
1594	+	2.54824280607071	1.63749631245931	Q14240	Q14240	Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed	EIF4A2	2358	Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2	26	12	12	1	25	24	24	16	14	19	11	11	11	3	4	7	407	407	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	59.5	59.5	59.5	39.8	45.9	52.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	26	12	12	59.5	36.6	36.6	46.402	0	73.404	0.00282980945894683	0.0116173913043478	1.63749631245931	6.53696297341289	28.8574199676514	29.331657409668	29.5467567443848	27.3384113311768	27.8396015167236	27.6453323364258	UP	UP	EIF4A2
428	+	1.69125687321511	1.63398679097493	P05161	P05161	Ubiquitin-like protein ISG15	ISG15	778	Ubiquitin-like protein ISG15 OS=Homo sapiens OX=9606 GN=ISG15 PE=1 SV=5	3	3	3	1	3	3	2	0	2	3	3	3	2	0	2	3	165	165	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	20.6	20.6	9.7	0	15.2	20.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	20.6	20.6	20.6	17.887	0	5.4852	0.0203583757971478	0.0332703296703297	1.63398679097493	3.72652636388781	25.9010181427002	25.9643745422363	24.7424736022949	24.2575855255127	23.630786895752	23.817533493042	UP	UP	ISG15
409	+	1.46241927218499	1.6283130645752	P04150	P04150;P08235	Glucocorticoid receptor	NR3C1	746	Glucocorticoid receptor OS=Homo sapiens OX=9606 GN=NR3C1 PE=1 SV=1	7;2	7;2	7;2	2	5	6	4	2	2	1	5	6	4	2	2	1	777	777;984	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10.9	12.4	9.3	4.4	4.5	1.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	12.4	12.4	12.4	85.658	0	36.186	0.0344810694946861	0.0440444856348471	1.6283130645752	3.1509935570803	25.5840263366699	25.873966217041	25.6343097686768	24.2383060455322	24.8538131713867	23.1152439117432	UP	UP	NR3C1
1689	+	4.70888742782031	1.62490145365397	Q15417	Q15417	Calponin-3	CNN3	2492	Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1	17	16	16	1	17	17	14	12	10	13	16	16	13	11	9	12	329	329	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	51.1	51.1	48.6	46.8	39.2	46.8	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	17	16	16	51.1	51.1	51.1	36.413	0	305.98	1.95484609994738e-05	0.00209090909090909	1.62490145365397	23.4665802414645	30.6994228363037	30.6990089416504	30.6438369750977	29.052375793457	28.9420413970947	29.1731472015381	UP	UP	CNN3
1879	+	2.70814024945563	1.60344314575195	Q70J99	Q70J99	Protein unc-13 homolog D	UNC13D	2849	Protein unc-13 homolog D OS=Homo sapiens OX=9606 GN=UNC13D PE=1 SV=1	9	9	9	1	4	7	6	1	1	2	4	7	6	1	1	2	1090	1090	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	4.6	7.7	6.2	0.7	0.7	2.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	9	9	9	9.9	9.9	9.9	123.28	0	23.546	0.0019582121935743	0.01066	1.60344314575195	7.21357772349769	25.6987724304199	25.6797885894775	25.5263862609863	23.6137199401855	24.3318939208984	24.1490039825439	UP	UP	UNC13D
1777	+	1.936433694879	1.59531593322754	Q4V328	Q4V328	GRIP1-associated protein 1	GRIPAP1	2623	GRIP1-associated protein 1 OS=Homo sapiens OX=9606 GN=GRIPAP1 PE=1 SV=2	5	5	5	1	4	5	3	1	1	1	4	5	3	1	1	1	841	841	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	6.2	8.3	4.8	1.2	1.4	1.4	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	8.3	8.3	8.3	96.004	0	112.14	0.0115762075624718	0.022783055198973	1.59531593322754	4.41271120183276	25.608512878418	25.6845035552979	25.5182723999023	24.1756114959717	24.5283737182617	23.3213558197021	UP	UP	GRIPAP1
297	+	2.38940863083671	1.59309387207031	O94804	O94804	Serine/threonine-protein kinase 10	STK10	566	Serine/threonine-protein kinase 10 OS=Homo sapiens OX=9606 GN=STK10 PE=1 SV=1	20	18	18	1	14	12	10	4	4	10	12	10	8	4	3	8	968	968	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17.8	15	12.5	5.5	4.2	12.6	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	20	18	18	24.2	22.1	22.1	112.13	0	60.795	0.00407935376339554	0.0139037037037037	1.59309387207031	5.9195034559787	26.980655670166	27.1503505706787	26.9376430511475	24.9157028198242	25.6066780090332	25.7669868469238	UP	UP	STK10
254	+	2.51721232316506	1.58219528198242	O75521	O75521	Enoyl-CoA delta isomerase 2, mitochondrial	ECI2	507	Enoyl-CoA delta isomerase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4	9	9	9	1	8	8	7	1	2	3	8	8	7	1	2	3	394	394	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	34.5	30.2	26.4	7.9	10.2	13.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	9	9	9	34.5	34.5	34.5	43.585	0	34.98	0.00303939872419385	0.0114061855670103	1.58219528198242	6.41222300955366	27.7498950958252	27.2356224060059	27.3063468933105	25.4748973846436	26.0176734924316	26.0527076721191	UP	UP	ECI2
2086	+	2.12334367102168	1.57772636413574	Q92538	Q92538	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	GBF1	3279	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens OX=9606 GN=GBF1 PE=1 SV=2	5	5	5	1	4	4	4	1	1	2	4	4	4	1	1	2	1859	1859	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	4.5	3.7	4.5	0.8	1.6	2.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	5	5	5	5	5	5	206.44	0	9.8504	0.00752759645356627	0.0184454409566517	1.57772636413574	4.99300834935386	25.9550228118896	25.9433994293213	26.0948867797852	25.0429973602295	24.0713882446289	24.1457443237305	UP	UP	GBF1
20	+	2.77045875937788	1.57243665059407	O00170	O00170	AH receptor-interacting protein	AIP	160	AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2	13	13	13	1	11	10	11	6	9	10	11	10	11	6	9	10	330	330	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	50.9	46.7	50.9	24.8	36.7	45.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	13	13	13	50.9	50.9	50.9	37.636	0	191.34	0.00169645068963978	0.0100315789473684	1.57243665059407	7.49346318795863	29.1287860870361	29.7159900665283	29.5761451721191	27.7093162536621	27.8951587677002	28.0991363525391	UP	UP	AIP
292	+	2.75854353926171	1.57125727335612	O76054	O76054	SEC14-like protein 2	SEC14L2	560	SEC14-like protein 2 OS=Homo sapiens OX=9606 GN=SEC14L2 PE=1 SV=1	3	3	3	1	3	3	3	0	1	1	3	3	3	0	1	1	403	403	By MS/MS	By MS/MS	By MS/MS		By matching	By matching	12.4	12.4	12.4	0	2.5	2.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	3	3	3	12.4	12.4	12.4	46.145	0	7.2332	0.00174363854396113	0.0105587467362924	1.57125727335612	7.43921682061844	25.2258949279785	25.2288341522217	25.3002662658691	23.4509372711182	24.0993900299072	23.4908962249756	UP	UP	SEC14L2
1930	+	1.47175951791798	1.54961395263672	Q86UP2	Q86UP2;Q9Y4F3	Kinectin	KTN1	2938	Kinectin OS=Homo sapiens OX=9606 GN=KTN1 PE=1 SV=1	67;1	67;1	67;1	2	57	58	49	29	31	46	57	58	49	29	31	46	1357	1357;1742	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	51	51.4	46.9	27.8	29.6	44.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	67	67	67	55.9	55.9	55.9	156.27	0	323.31	0.0337474126633122	0.0437523452157599	1.54961395263672	3.17340921108204	31.7807788848877	31.4939060211182	31.7075080871582	31.069393157959	29.5655632019043	29.6983947753906	UP	UP	KTN1
1395	+	1.46672014371636	1.54241689046224	Q02809	Q02809	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1	PLOD1	2077	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2	13	13	13	1	9	9	8	2	2	6	9	9	8	2	2	6	727	727	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.4	19	14.6	3.7	3.9	9.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	13	13	13	26.3	26.3	26.3	83.549	0	191.91	0.0341412844768131	0.0438953271028037	1.54241689046224	3.16130461194394	27.954158782959	27.568338394165	27.8983917236328	27.0898246765137	25.4520854949951	26.2517280578613	UP	UP	PLOD1
769	+	2.47206265331341	1.53058815002441	P27144	P27144	Adenylate kinase 4, mitochondrial	AK4	1242	Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1	7	7	7	1	5	6	7	2	3	6	5	6	7	2	3	6	223	223	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	30.5	34.5	50.7	11.2	21.1	34.5	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	7	7	7	50.7	50.7	50.7	25.268	0	14.52	0.00337238653554782	0.0122998027613412	1.53058815002441	6.23435246173003	27.4602184295654	27.580753326416	27.6710796356201	25.5797462463379	26.1668739318848	26.3736667633057	UP	UP	AK4
683	+	1.58774968692273	1.51997566223145	P20248	P20248	Cyclin-A2	CCNA2	1122	Cyclin-A2 OS=Homo sapiens OX=9606 GN=CCNA2 PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	432	432	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	3.2	3.2	3.2	3.2	3.2	3.2	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	1	1	1	3.2	3.2	3.2	48.55	0.00096038	2.3125	0.025837489496025	0.0382403258655804	1.51997566223145	3.45916257834134	24.0909557342529	24.3769645690918	24.4835147857666	22.2877960205078	23.637882232666	22.4658298492432	UP	UP	CCNA2
773	+	3.48959774682243	1.51250902811686	P27694	P27694	Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed	RPA1	1249	Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2	21	21	21	1	16	21	16	12	11	16	16	21	16	12	11	16	616	616	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	36.9	44.3	38.5	30.2	26.9	37.7	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	21	21	21	44.3	44.3	44.3	68.137	0	132.32	0.000323893515395179	0.0049608938547486	1.51250902811686	11.5229330164417	29.5580997467041	29.6014461517334	29.8349075317383	28.0312328338623	28.0767364501953	28.3489570617676	UP	UP	RPA1
2563	+	3.94285233831014	1.50934855143229	Q9NTJ3	Q9NTJ3	Structural maintenance of chromosomes protein 4	SMC4	4100	Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2	36	36	36	1	31	33	24	15	13	20	31	33	24	15	13	20	1288	1288	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	32.8	33.8	25.5	15.2	14.6	20	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	36	36	36	36.4	36.4	36.4	147.18	0	250.77	0.000114063754251584	0.00449484536082474	1.50934855143229	15.0340258546463	29.5728073120117	29.8024578094482	29.7585773468018	28.3218669891357	28.0742378234863	28.2096920013428	UP	UP	SMC4
2887	+	1.41490860111605	1.47461001078288	Q9Y5X1	Q9Y5X1	Sorting nexin-9	SNX9	4609	Sorting nexin-9 OS=Homo sapiens OX=9606 GN=SNX9 PE=1 SV=1	23	23	23	1	7	9	7	3	2	4	7	9	7	3	2	4	595	595	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	17	23.9	19.2	9.6	5.7	13.1	Color2 [DarkGray]	1	4	NA	NA	NA	NA	+	LM2_MDA	23	23	23	55	55	55	66.591	0	323.31	0.0384672729329366	0.0485729537366548	1.47461001078288	3.03827259365976	26.4312553405762	27.3856620788574	27.1460819244385	26.0100288391113	24.7402629852295	25.7888774871826	UP	UP	SNX9
